city_nm,ksh_cd,city_type_cd,county_nm,district_cd,district_nm,district_seat_nm,area_no,population_no,apartments_no,country_cd,longitude_no,latitude_no
Somoskőújfalu,1526,község,Nógrád,120 0,Salgótarjáni,Salgótarján,"1,017",2015,1069,HU,,
Sonkád,23889,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,"1,981",643,236,HU,22.590167,47.949833
Soponya,33321,nagyközség,Fejér,085 0,Székesfehérvári,Székesfehérvár,"4,996",1780,673,HU,18.456167,47.011667
Sopron,8518,megyei jogú város,Győr-Moson-Sopron,091 1,Soproni,Sopron,"16,905",61589,29796,HU,16.579833,47.6835
Sopronhorpács,29090,község,Győr-Moson-Sopron,091 0,Soproni,Sopron,"2,069",876,315,HU,16.736,47.4835
Sopronkövesd,25724,község,Győr-Moson-Sopron,091 0,Soproni,Sopron,"2,681",1449,566,HU,16.741833,47.547
Sopronnémeti,2617,község,Győr-Moson-Sopron,086 0,Csornai,Csorna,710,294,117,HU,17.208333,47.538
Sorkifalud,7171,község,Vas,181 0,Szombathelyi,Szombathely,"1,737",639,262,HU,16.738333,47.135167
Sorkikápolna,27960,község,Vas,181 0,Szombathelyi,Szombathely,886,226,96,HU,16.706833,47.138833
Sormás,6567,község,Zala,196 0,Nagykanizsai,Nagykanizsa,"1,637",757,319,HU,16.9175,46.459
Sorokpolány,29692,község,Vas,181 0,Szombathelyi,Szombathely,"1,329",762,288,HU,16.671833,47.135667
Sóshartyán,14881,község,Nógrád,120 0,Salgótarjáni,Salgótarján,"1,214",867,301,HU,19.684333,48.0725
Sóskút,6840,község,Pest,127 0,Érdi,Érd,"2,489",3665,1460,HU,18.830833,47.4055
Sóstófalva,13268,község,Borsod-Abaúj-Zemplén,061 0,Miskolci,Miskolc,728,232,100,HU,20.989333,48.156333
Sósvertike,31714,község,Baranya,030 0,Sellyei,Sellye,660,149,69,HU,17.864167,45.835167
Sótony,22983,község,Vas,179 0,Sárvári,Sárvár,"1,493",589,283,HU,16.9495,47.197667
Söjtör,19080,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,"3,617",1440,613,HU,16.858667,46.6705
Söpte,24800,község,Vas,181 0,Szombathelyi,Szombathely,"1,278",762,280,HU,16.653,47.283667
Söréd,2893,község,Fejér,082 0,Móri,Mór,625,551,217,HU,18.279667,47.322833
Sukoró,14951,község,Fejér,080 0,Gárdonyi,Gárdony,"1,627",2078,1025,HU,18.599833,47.24
Sumony,2547,község,Baranya,032 0,Szentlőrinci,Szentlőrinc,"2,021",395,154,HU,17.918,45.969
Súr,31990,község,Komárom-Esztergom,111 0,Kisbéri,Kisbér,"3,737",1230,500,HU,18.028833,47.366333
Surd,2404,község,Zala,196 0,Nagykanizsai,Nagykanizsa,"2,194",535,236,HU,16.971833,46.321167
Sükösd,21245,nagyközség,Bács-Kiskun,035 0,Bajai,Baja,"9,418",3359,1514,HU,18.997167,46.284833
Sülysáp,21713,város,Pest,131 0,Nagykátai,Nagykáta,"4,719",8539,3153,HU,19.538167,47.450333
Sümeg,25593,város,Veszprém,188 1,Sümegi,Sümeg,"6,413",5791,2647,HU,17.2845,46.9785
Sümegcsehi,21397,község,Zala,198 0,Zalaszentgróti,Zalaszentgrót,"1,743",515,262,HU,17.217833,46.944333
Sümegprága,5388,község,Veszprém,188 0,Sümegi,Sümeg,578,564,249,HU,17.279333,46.942333
Süttő,8688,község,Komárom-Esztergom,110 0,Esztergomi,Esztergom,"3,446",1986,805,HU,18.445833,47.755667
Szabadbattyán,28705,nagyközség,Fejér,085 0,Székesfehérvári,Székesfehérvár,"3,366",4741,1781,HU,18.366667,47.116667
Szabadegyháza,13259,község,Fejér,080 0,Gárdonyi,Gárdony,"4,164",2002,800,HU,18.692,47.0765
Szabadhídvég,18740,község,Fejér,079 0,Enyingi,Enying,"4,410",807,363,HU,,
Szabadi,14854,község,Somogy,143 0,Kaposvári,Kaposvár,823,244,121,HU,18.033333,46.367
Szabadkígyós,31325,község,Békés,046 0,Békéscsabai,Békéscsaba,"4,556",2345,1086,HU,21.076,46.601833
Szabadszállás,25061,város,Bács-Kiskun,043 0,Kunszentmiklósi,Kunszentmiklós,"16,462",5955,3009,HU,19.221667,46.876333
Szabadszentkirály,15079,község,Baranya,032 0,Szentlőrinci,Szentlőrinc,"1,269",714,287,HU,18.044,46.008833
Szabás,28574,község,Somogy,145 0,Nagyatádi,Nagyatád,"1,811",575,182,HU,17.449333,46.287167
Szabolcs,19169,község,Szabolcs-Szatmár-Bereg,157 0,Nyíregyházi,Nyíregyháza,588,343,186,HU,21.4965,48.174333
Szabolcsbáka,22053,község,Szabolcs-Szatmár-Bereg,153 0,Kisvárdai,Kisvárda,"1,984",1103,433,HU,22.145167,48.155667
Szabolcsveresmart,3586,község,Szabolcs-Szatmár-Bereg,153 0,Kisvárdai,Kisvárda,"2,295",1432,545,HU,22.02,48.289
Szada,21458,nagyközség,Pest,128 0,Gödöllői,Gödöllő,"1,671",6499,2199,HU,19.312167,47.635333
Szágy,27508,község,Baranya,025 0,Hegyháti,Sásd,940,106,61,HU,17.9425,46.223333
Szajk,8475,község,Baranya,024 0,Bólyi,Bóly,"1,136",751,317,HU,18.535833,45.992167
Szajla,16063,község,Heves,109 0,Pétervásárai,Pétervására,870,601,327,HU,20.141,47.962
Szajol,5874,község,Jász-Nagykun-Szolnok,167 0,Szolnoki,Szolnok,"3,697",3722,1584,HU,20.304333,47.177833
Szakácsi,32258,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,863,211,59,HU,20.862667,48.382167
Szakadát,15316,község,Tolna,174 0,Tamási,Tamási,"1,070",205,146,HU,18.4725,46.539667
Szakáld,3805,község,Borsod-Abaúj-Zemplén,068 0,Tiszaújvárosi,Tiszaújváros,"1,140",436,223,HU,20.907167,47.9435
Szakály,4464,község,Tolna,174 0,Tamási,Tamási,"4,102",1203,595,HU,18.379833,46.523333
Szakcs,10083,község,Tolna,171 0,Dombóvári,Dombóvár,"5,579",735,441,HU,18.110167,46.541833
Szakmár,19530,község,Bács-Kiskun,037 0,Kalocsai,Kalocsa,"7,464",1062,591,HU,19.077,46.555667
Szaknyér,16504,község,Vas,177 0,Körmendi,Körmend,293,44,44,HU,16.5285,46.864333
Szakoly,4774,község,Szabolcs-Szatmár-Bereg,155 0,Nagykállói,Nagykálló,"4,145",2539,980,HU,21.901333,47.761333
Szakony,11369,község,Győr-Moson-Sopron,091 0,Soproni,Sopron,"1,350",438,218,HU,16.715833,47.426667
Szakonyfalu,20932,község,Vas,180 0,Szentgotthárdi,Szentgotthárd,"1,119",323,139,HU,16.2285,46.924167
Szákszend,33516,község,Komárom-Esztergom,113 0,Oroszlányi,Oroszlány,"3,593",1453,628,HU,18.173333,47.547833
Szalafő,10223,község,Vas,177 0,Körmendi,Körmend,"2,737",214,155,HU,16.362,46.864833
Szalánta,22257,község,Baranya,028 0,Pécsi,Pécs,"1,708",1153,421,HU,18.245167,45.949
Szalapa,20543,község,Zala,198 0,Zalaszentgróti,Zalaszentgrót,452,167,93,HU,17.146333,46.993333
Szalaszend,31015,község,Borsod-Abaúj-Zemplén,056 0,Encsi,Encs,"1,822",1017,366,HU,21.127667,48.385167
Szalatnak,9007,község,Baranya,026 0,Komlói,Komló,"1,028",294,169,HU,18.282,46.289167
Szálka,14711,község,Tolna,173 0,Szekszárdi,Szekszárd,"1,708",579,256,HU,18.633667,46.282667
Szalkszentmárton,19947,község,Bács-Kiskun,043 0,Kunszentmiklósi,Kunszentmiklós,"8,208",2814,1314,HU,19.013667,46.976833
Szalmatercs,19798,község,Nógrád,121 0,Szécsényi,Szécsény,758,471,187,HU,19.637167,48.123667
Szalonna,16753,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,"2,008",971,404,HU,20.7405,48.451
Szamosangyalos,18005,község,Szabolcs-Szatmár-Bereg,149 0,Csengeri,Csenger,804,485,187,HU,22.651833,47.873667
Szamosbecs,22017,község,Szabolcs-Szatmár-Bereg,149 0,Csengeri,Csenger,671,315,166,HU,22.691,47.859833
Szamoskér,16300,község,Szabolcs-Szatmár-Bereg,154 0,Mátészalkai,Mátészalka,971,372,183,HU,22.417,48.017
Szamossályi,10436,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,"1,158",606,316,HU,22.6295,47.904833
Szamostatárfalva,30085,község,Szabolcs-Szatmár-Bereg,149 0,Csengeri,Csenger,450,284,124,HU,22.6685,47.877
Szamosújlak,31273,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,527,352,188,HU,22.587333,47.917333
Szamosszeg,13046,község,Szabolcs-Szatmár-Bereg,154 0,Mátészalkai,Mátészalka,"3,530",1662,725,HU,22.368333,48.042
Szanda,13754,község,Nógrád,116 0,Balassagyarmati,Balassagyarmat,"2,148",518,409,HU,19.4425,47.929
Szank,11794,község,Bács-Kiskun,042 0,Kiskunmajsai,Kiskunmajsa,"7,483",2170,1130,HU,19.669833,46.554667
Szántód,34236,község,Somogy,146 0,Siófoki,Siófok,791,583,824,HU,17.906,46.868833
Szany,8536,nagyközség,Győr-Moson-Sopron,086 0,Csornai,Csorna,"3,415",2016,973,HU,17.303167,47.463833
Szápár,16489,község,Veszprém,192 0,Zirci,Zirc,709,477,192,HU,18.039167,47.319
Szaporca,34032,község,Baranya,031 0,Siklósi,Siklós,965,201,97,HU,18.1055,45.814833
Szár,19549,község,Fejér,077 0,Bicskei,Bicske,"2,263",1708,617,HU,18.519667,47.4765
Szárász,7366,község,Baranya,026 0,Komlói,Komló,598,38,31,HU,18.374167,46.348
Szárazd,18263,község,Tolna,174 0,Tamási,Tamási,779,213,121,HU,18.425333,46.572833
Szárföld,15714,község,Győr-Moson-Sopron,088 0,Kapuvári,Kapuvár,"1,711",1042,431,HU,17.122667,47.593
Szárliget,33491,község,Komárom-Esztergom,115 0,Tatabányai,Tatabánya,"1,456",2366,892,HU,18.495167,47.518333
Szarvas,23870,város,Békés,052 1,Szarvasi,Szarvas,"16,157",14464,7760,HU,20.555833,46.865667
Szarvasgede,10199,község,Nógrád,118 0,Pásztói,Pásztó,999,396,207,HU,19.642667,47.820667
Szarvaskend,17729,község,Vas,177 0,Körmendi,Körmend,"1,034",206,120,HU,16.6785,46.99
Szarvaskő,3382,község,Heves,104 0,Egri,Eger,"1,259",312,198,HU,,
Szászberek,5777,község,Jász-Nagykun-Szolnok,167 0,Szolnoki,Szolnok,"3,922",894,413,HU,20.104667,47.316833
Szászfa,8147,község,Borsod-Abaúj-Zemplén,067 0,Szikszói,Szikszó,"1,213",94,82,HU,20.943167,48.471
Szászvár,33765,nagyközség,Baranya,026 0,Komlói,Komló,"2,117",2158,1033,HU,18.379,46.274333
Szatmárcseke,31237,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,"3,630",1468,584,HU,22.629833,48.086833
Szátok,15325,község,Nógrád,119 0,Rétsági,Rétság,895,566,167,HU,19.237167,47.956167
Szatta,2440,község,Vas,177 0,Körmendi,Körmend,601,65,45,HU,16.481333,46.799
Szatymaz,12007,község,Csongrád-Csanád,075 0,Szegedi,Szeged,"5,372",4979,2523,HU,20.043667,46.342833
Szava,31060,község,Baranya,031 0,Siklósi,Siklós,"1,264",319,128,HU,18.1775,45.902833
Százhalombatta,17312,város,Pest,127 0,Érdi,Érd,"2,806",17971,7803,HU,18.913167,47.305
Szebény,3018,község,Baranya,027 0,Mohácsi,Mohács,"1,437",290,163,HU,18.59,46.131
Szécsénke,23047,község,Nógrád,116 0,Balassagyarmati,Balassagyarmat,978,195,127,HU,19.3345,47.905167
Szécsény,6628,város,Nógrád,121 1,Szécsényi,Szécsény,"4,567",5155,2476,HU,19.52,48.0785
Szécsényfelfalu,33011,község,Nógrád,121 0,Szécsényi,Szécsény,822,399,220,HU,19.569333,48.145667
Szécsisziget,11554,község,Zala,194 0,Lenti,Lenti,620,192,105,HU,16.593833,46.574
Szederkény,5607,község,Baranya,024 0,Bólyi,Bóly,"1,433",1640,681,HU,18.455167,45.9985
Szedres,16814,község,Tolna,173 0,Szekszárdi,Szekszárd,"4,631",1948,783,HU,18.684333,46.476833
Szeged,33367,"megyeszékhely, megyei jogú város",Csongrád-Csanád,075 1,Szegedi,Szeged,"28,100",157930,88608,HU,20.162833,46.249167
Szegerdő,18607,község,Somogy,144 0,Marcali,Marcali,546,208,93,HU,17.276833,46.633833
Szeghalom,21883,város,Békés,053 1,Szeghalmi,Szeghalom,"21,713",7945,3886,HU,21.177333,47.022167
Szegi,33817,község,Borsod-Abaúj-Zemplén,069 0,Tokaji,Tokaj,905,250,146,HU,21.382167,48.196667
Szegilong,31510,község,Borsod-Abaúj-Zemplén,069 0,Tokaji,Tokaj,694,208,120,HU,21.398833,48.217167
Szegvár,32489,nagyközség,Csongrád-Csanád,076 0,Szentesi,Szentes,"8,622",3978,2095,HU,20.2255,46.583167
Székely,31088,község,Szabolcs-Szatmár-Bereg,152 0,Kemecsei,Kemecse,"1,608",1009,347,HU,21.942333,48.0585
Székelyszabar,16771,község,Baranya,027 0,Mohácsi,Mohács,"1,548",518,239,HU,18.604333,46.0465
Székesfehérvár,14827,"megyeszékhely, megyei jogú város",Fejér,085 1,Székesfehérvári,Székesfehérvár,"17,089",96024,48524,HU,18.3265,47.290833
Székkutas,12265,község,Csongrád-Csanád,071 0,Hódmezővásárhelyi,Hódmezővásárhely,"12,561",1899,942,HU,20.539833,46.506167
Szekszárd,22761,"megyeszékhely, megyei jogú város",Tolna,173 1,Szekszárdi,Szekszárd,"9,628",29707,15978,HU,18.703667,46.352333
Szeleste,33172,község,Vas,179 0,Sárvári,Sárvár,"2,075",635,278,HU,16.8305,47.311167
Szelevény,20428,község,Jász-Nagykun-Szolnok,165 0,Kunszentmártoni,Kunszentmárton,"4,539",924,593,HU,20.2015,46.801167
Szellő,16984,község,Baranya,029 0,Pécsváradi,Pécsvárad,596,106,68,HU,18.4645,46.074167
Szemely,9308,község,Baranya,028 0,Pécsi,Pécs,947,468,191,HU,18.329167,46.007833
Szemenye,27997,község,Vas,182 0,Vasvári,Vasvár,"1,180",339,187,HU,16.908333,47.102667
Szemere,9830,község,Borsod-Abaúj-Zemplén,056 0,Encsi,Encs,"2,630",394,140,HU,21.366333,48.352667
Szendehely,4507,község,Nógrád,119 0,Rétsági,Rétság,"1,004",1648,668,HU,19.105333,47.856167
Szendrő,8077,város,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,"5,356",3961,1386,HU,20.7335,48.400667
Szendrőlád,27456,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,"1,770",2231,434,HU,20.7465,48.340667
Szenna,15103,község,Somogy,143 0,Kaposvári,Kaposvár,"2,698",729,284,HU,17.7325,46.307833
Szenta,11509,község,Somogy,141 0,Csurgói,Csurgó,"6,447",335,153,HU,17.172333,46.251667
Szentantalfa,3568,község,Veszprém,185 0,Balatonfüredi,Balatonfüred,663,512,181,HU,17.673667,46.9135
Szentbalázs,25706,község,Somogy,143 0,Kaposvári,Kaposvár,"1,214",314,113,HU,17.896833,46.320833
Szentbékkálla,7092,község,Veszprém,189 0,Tapolcai,Tapolca,"1,070",189,124,HU,17.564,46.8885
Szentborbás,32841,község,Somogy,140 0,Barcsi,Barcs,747,102,63,HU,17.660833,45.873667
Szentdénes,32009,község,Baranya,032 0,Szentlőrinci,Szentlőrinc,"1,215",321,134,HU,17.929667,46.007667
Szentdomonkos,13231,község,Heves,109 0,Pétervásárai,Pétervására,"1,840",456,208,HU,20.203,48.070333
Szente,9043,község,Nógrád,119 0,Rétsági,Rétság,753,280,161,HU,19.288333,47.9695
Szentegát,33613,község,Baranya,033 0,Szigetvári,Szigetvár,"2,778",326,148,HU,17.826833,45.9755
Szentendre,15440,város,Pest,135 1,Szentendrei,Szentendre,"4,382",28444,11647,HU,19.0635,47.683
Szentes,14456,város,Csongrád-Csanád,076 1,Szentesi,Szentes,"35,325",24905,12510,HU,20.261833,46.656333
Szentgál,7922,község,Veszprém,191 0,Veszprémi,Veszprém,"9,502",2631,1006,HU,17.733833,47.113667
Szentgáloskér,12973,község,Somogy,143 0,Kaposvári,Kaposvár,"2,725",472,236,HU,17.884667,46.5035
Szentgotthárd,31583,város,Vas,180 1,Szentgotthárdi,Szentgotthárd,"6,773",8287,3524,HU,16.276167,46.951
Szentgyörgyvár,23126,község,Zala,193 0,Keszthelyi,Keszthely,"1,165",363,180,HU,17.1325,46.758833
Szentgyörgyvölgy,18652,község,Zala,194 0,Lenti,Lenti,"2,958",354,211,HU,16.4095,46.725667
Szentimrefalva,10065,község,Veszprém,188 0,Sümegi,Sümeg,"1,087",166,95,HU,17.281,47.077167
Szentistván,22169,nagyközség,Borsod-Abaúj-Zemplén,060 0,Mezőkövesdi,Mezőkövesd,"5,107",2357,1112,HU,20.6385,47.776667
Szentistvánbaksa,8484,község,Borsod-Abaúj-Zemplén,067 0,Szikszói,Szikszó,656,249,129,HU,21.0295,48.223167
Szentjakabfa,11545,község,Veszprém,185 0,Balatonfüredi,Balatonfüred,576,116,51,HU,17.676833,46.934333
Szentkatalin,9803,község,Baranya,032 0,Szentlőrinci,Szentlőrinc,"1,331",93,66,HU,18.053667,46.177
Szentkirály,21120,község,Bács-Kiskun,044 0,Tiszakécskei,Tiszakécske,"10,189",1874,913,HU,19.918167,46.9195
Szentkirályszabadja,16267,község,Veszprém,191 0,Veszprémi,Veszprém,"2,238",2023,717,HU,17.971333,47.058667
Szentkozmadombja,3124,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,508,76,66,HU,16.763333,46.679833
Szentlászló,16355,község,Baranya,033 0,Szigetvári,Szigetvár,"1,406",760,285,HU,17.8365,46.155
Szentliszló,8615,község,Zala,195 0,Letenyei,Letenye,689,255,130,HU,16.824167,46.58
Szentlőrinc,15866,város,Baranya,032 1,Szentlőrinci,Szentlőrinc,"2,781",5986,2548,HU,17.989833,46.0395
Szentlőrinckáta,7542,község,Pest,131 0,Nagykátai,Nagykáta,"2,015",1888,834,HU,19.754833,47.518833
Szentmargitfalva,14225,község,Zala,195 0,Letenyei,Letenye,312,79,65,HU,16.661667,46.495333
Szentmártonkáta,28653,nagyközség,Pest,131 0,Nagykátai,Nagykáta,"5,218",4877,2002,HU,19.692833,47.4455
Szentpéterfa,21254,község,Vas,181 0,Szombathelyi,Szombathely,"3,124",962,385,HU,16.485833,47.0935
Szentpéterfölde,30067,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,"1,199",107,79,HU,16.760667,46.617
Szentpéterszeg,19099,község,Hajdú-Bihar,094 0,Berettyóújfalui,Berettyóújfalu,"2,551",967,471,HU,21.6175,47.234333
Szentpéterúr,11165,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,"1,596",946,408,HU,17.039833,46.758167
Szenyér,30146,község,Somogy,144 0,Marcali,Marcali,"2,019",299,135,HU,17.371,46.463667
Szepetnek,7700,község,Zala,196 0,Nagykanizsai,Nagykanizsa,"3,039",1436,547,HU,16.902,46.4325
Szerecseny,3887,község,Győr-Moson-Sopron,092 0,Téti,Tét,"1,238",838,367,HU,17.5525,47.463167
Szeremle,28820,község,Bács-Kiskun,035 0,Bajai,Baja,"3,406",1261,610,HU,18.88,46.142667
Szerencs,30739,város,Borsod-Abaúj-Zemplén,066 1,Szerencsi,Szerencs,"3,668",8360,3776,HU,21.198667,48.162667
Szerep,33437,község,Hajdú-Bihar,102 0,Püspökladányi,Püspökladány,"5,604",1438,503,HU,21.193667,47.192
Szergény,27793,község,Vas,176 0,Celldömölki,Celldömölk,"1,561",249,164,HU,17.269833,47.331
Szigetbecse,26259,község,Pest,134 0,Ráckevei,Ráckeve,"1,712",1390,630,HU,18.9495,47.13
Szigetcsép,7870,község,Pest,134 0,Ráckevei,Ráckeve,"1,820",2785,1108,HU,18.963833,47.268167
Szigethalom,13277,város,Pest,136 0,Szigetszentmiklósi,Szigetszentmiklós,912,18331,6645,HU,19.01,47.321333
Szigetmonostor,26213,község,Pest,135 0,Szentendrei,Szentendre,"2,351",2984,1497,HU,19.106,47.687333
Szigetszentmárton,15185,község,Pest,134 0,Ráckevei,Ráckeve,"1,073",2630,1313,HU,18.9595,47.228833
Szigetszentmiklós,28954,város,Pest,136 1,Szigetszentmiklósi,Szigetszentmiklós,"4,565",40069,16656,HU,19.041333,47.339667
Szigetújfalu,22114,község,Pest,134 0,Ráckevei,Ráckeve,"1,083",2167,930,HU,18.928667,47.233667
Szigetvár,26578,város,Baranya,033 1,Szigetvári,Szigetvár,"3,952",9496,4918,HU,17.797833,46.048167
Szigliget,24891,község,Veszprém,189 0,Tapolcai,Tapolca,"3,426",827,412,HU,17.435,46.795667
Szihalom,11013,község,Heves,105 0,Füzesabonyi,Füzesabony,"3,417",1992,984,HU,20.485667,47.772833
Szijártóháza,26161,község,Zala,194 0,Lenti,Lenti,378,45,27,HU,16.438333,46.634
Szikszó,21351,város,Borsod-Abaúj-Zemplén,067 1,Szikszói,Szikszó,"3,623",5455,2119,HU,20.929667,48.195667
Szil,19266,község,Győr-Moson-Sopron,086 0,Csornai,Csorna,"3,103",1313,600,HU,17.235667,47.497833
Szilágy,19831,község,Baranya,028 0,Pécsi,Pécs,"1,155",280,134,HU,18.407833,46.103167
Szilaspogony,7959,község,Nógrád,120 0,Salgótarjáni,Salgótarján,"1,440",319,167,HU,20.022833,48.1175
Szilsárkány,3364,község,Győr-Moson-Sopron,086 0,Csornai,Csorna,"1,670",685,317,HU,17.257667,47.539333
Szilvágy,17853,község,Zala,194 0,Lenti,Lenti,"2,427",190,93,HU,16.626833,46.733667
Szilvás,24712,község,Baranya,028 0,Pécsi,Pécs,604,124,57,HU,18.201833,45.961
Szilvásvárad,5643,község,Heves,103 0,Bélapátfalvai,Bélapátfalva,"3,782",1376,751,HU,20.387833,48.102667
Szilvásszentmárton,32461,község,Somogy,143 0,Kaposvári,Kaposvár,708,176,64,HU,17.723667,46.268667
Szin,20871,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,"1,810",789,241,HU,20.6645,48.498
Szinpetri,11493,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,971,189,99,HU,20.6275,48.486167
Szirák,21634,község,Nógrád,118 0,Pásztói,Pásztó,"1,909",1094,427,HU,19.532833,47.830167
Szirmabesenyő,9496,nagyközség,Borsod-Abaúj-Zemplén,061 0,Miskolci,Miskolc,"1,575",4381,1664,HU,20.798,48.152667
Szob,24916,város,Pest,137 1,Szobi,Szob,"1,797",2491,1101,HU,18.8675,47.8185
Szokolya,6947,község,Pest,137 0,Szobi,Szob,"5,905",1940,789,HU,19.003833,47.868167
Szólád,15194,község,Somogy,146 0,Siófoki,Siófok,"1,998",524,296,HU,17.842667,46.7865
Szolnok,27854,"megyeszékhely, megyei jogú város",Jász-Nagykun-Szolnok,167 1,Szolnoki,Szolnok,"18,724",66426,35959,HU,20.1875,47.179333
Szombathely,3009,"megyeszékhely, megyei jogú város",Vas,181 1,Szombathelyi,Szombathely,"9,870",77757,36675,HU,16.620333,47.2335
Szomód,22619,község,Komárom-Esztergom,114 0,Tatai,Tata,"2,839",2326,901,HU,18.336833,47.680833
Szomolya,18892,község,Borsod-Abaúj-Zemplén,060 0,Mezőkövesdi,Mezőkövesd,"2,269",1462,706,HU,20.495333,47.891333
Szomor,21421,község,Komárom-Esztergom,115 0,Tatabányai,Tatabánya,"1,319",1087,404,HU,18.6655,47.592667
Szorgalmatos,34388,község,Szabolcs-Szatmár-Bereg,158 0,Tiszavasvári,Tiszavasvári,844,758,332,HU,,
Szorosad,5193,község,Somogy,147 0,Tabi,Tab,648,102,54,HU,18.025,46.602833
Szőc,16692,község,Veszprém,183 0,Ajkai,Ajka,754,462,118,HU,17.5155,47.020833
Szőce,19521,község,Vas,177 0,Körmendi,Körmend,"1,871",327,219,HU,16.570333,46.886833
Sződ,12690,község,Pest,138 0,Váci,Vác,"1,354",3480,1121,HU,19.180667,47.720333
Sződliget,28866,nagyközség,Pest,138 0,Váci,Vác,731,4818,1715,HU,19.152667,47.731667
Szögliget,16179,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,"3,474",515,391,HU,20.680833,48.523
Szőke,22211,község,Baranya,028 0,Pécsi,Pécs,648,130,52,HU,18.188333,45.959833
Szőkéd,7694,község,Baranya,028 0,Pécsi,Pécs,958,348,139,HU,18.290167,45.965667
Szőkedencs,5810,község,Somogy,144 0,Marcali,Marcali,"1,869",267,189,HU,17.249167,46.56
Szőlősardó,7889,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,"1,066",101,87,HU,20.627833,48.4435
Szőlősgyörök,11101,község,Somogy,142 0,Fonyódi,Fonyód,"1,863",1202,605,HU,17.676167,46.708667
Szörény,5528,község,Baranya,033 0,Szigetvári,Szigetvár,441,75,33,HU,17.684167,45.968833
Szúcs,13523,község,Heves,104 0,Egri,Eger,849,351,164,HU,20.249,48.047333
Szuha,28194,község,Nógrád,117 0,Bátonyterenyei,Bátonyterenye,"1,756",570,373,HU,19.9155,47.975
Szuhafő,3160,község,Borsod-Abaúj-Zemplén,063 0,Putnoki,Putnok,"1,605",95,81,HU,20.452333,48.41
Szuhakálló,11110,község,Borsod-Abaúj-Zemplén,058 0,Kazincbarcikai,Kazincbarcika,696,942,378,HU,20.654833,48.282333
Szuhogy,24606,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,"1,700",1005,435,HU,20.677167,48.385833
Szulimán,15404,község,Baranya,033 0,Szigetvári,Szigetvár,"1,049",236,108,HU,17.8055,46.126833
Szulok,10986,község,Somogy,140 0,Barcsi,Barcs,"2,791",575,291,HU,17.5525,46.050667
Szurdokpüspöki,19044,község,Nógrád,118 0,Pásztói,Pásztó,"2,670",1795,893,HU,19.695333,47.8585
Szűcsi,9982,község,Heves,107 0,Hatvani,Hatvan,"1,738",1426,653,HU,19.765667,47.803333
Szügy,18786,község,Nógrád,116 0,Balassagyarmati,Balassagyarmat,"1,950",1377,518,HU,19.33,48.0385
Szűr,11217,község,Baranya,027 0,Mohácsi,Mohács,784,236,122,HU,18.582167,46.099667
Tab,8590,város,Somogy,147 1,Tabi,Tab,"2,586",4063,1905,HU,18.035,46.731667
Tabajd,14465,község,Fejér,077 0,Bicskei,Bicske,"2,657",978,366,HU,18.635667,47.401167
Tabdi,25432,község,Bács-Kiskun,039 0,Kiskőrösi,Kiskőrös,"2,139",1013,542,HU,19.309333,46.6855
Táborfalva,8332,nagyközség,Pest,125 0,Dabasi,Dabas,"4,205",3337,1505,HU,19.482167,47.100333
Tác,29267,község,Fejér,085 0,Székesfehérvári,Székesfehérvár,"4,569",1687,616,HU,18.401,47.082833
Tagyon,17039,község,Veszprém,185 0,Balatonfüredi,Balatonfüred,276,117,40,HU,17.6815,46.9035
Tahitótfalu,31963,község,Pest,135 0,Szentendrei,Szentendre,"3,917",6228,2428,HU,19.0915,47.753167
Takácsi,13125,község,Veszprém,187 0,Pápai,Pápa,"1,913",797,355,HU,17.469333,47.399667
Tákos,29911,község,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,"1,082",346,138,HU,22.4265,48.154167
Taksony,30720,nagyközség,Pest,136 0,Szigetszentmiklósi,Szigetszentmiklós,"2,085",6882,2537,HU,19.069,47.328833
Taktabáj,3708,község,Borsod-Abaúj-Zemplén,069 0,Tokaji,Tokaj,"1,682",578,204,HU,21.312,48.063833
Taktaharkány,18245,nagyközség,Borsod-Abaúj-Zemplén,066 0,Szerencsi,Szerencs,"3,913",3461,1284,HU,21.13,48.089167
